run_id,pattern_id,agent_id,dept_id,is_proximal,has_informal,sum_interaction,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,output_score_ave,output_score_dept0,output_score_dept1,position,sum_active_interaction,sum_passive_interaction
1,1,0,0,0,0,0,5.397685384546144,5.49884473808247,5.464284762784446,4.938808774714464,5.680229512127753,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,1,0,0,0,0,5.29867980185311,5.392157854181079,5.410428826112187,4.757497921598023,5.634815774432204,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,2,0,0,0,0,5.138820748861762,5.158195788721696,5.3584609558582965,4.568201812956717,5.507480668879409,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,3,0,0,0,0,5.138658226917378,5.290427960141597,5.236792478556652,4.454369106753078,5.574418564947526,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,4,0,0,0,0,5.2513062881464965,5.35522863379732,5.35656687285601,4.6939312202051635,5.632011393717457,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,5,0,0,0,0,5.284700103915809,5.488432650594853,5.484994747561089,4.20614829537302,5.627119437622063,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,6,0,0,0,0,5.244219119651417,5.4104976304466925,5.304217980267545,4.605386245827954,5.664277441936375,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
1,1,7,1,0,0,0,5.184258659778318,5.302351690760856,5.32695094912105,4.497030891697665,5.4485266582556955,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,8,1,0,0,0,5.139795481212198,5.260875830717125,5.218434912461099,4.593062426449984,5.291385371670766,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,9,1,0,0,0,5.303079179515677,5.3735341724206895,5.423856461470747,4.809900542905477,5.629750444624311,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,10,1,0,0,0,5.243335630014257,5.255623542741871,5.350484322215288,4.95645827669567,5.594109752744183,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,11,1,0,0,0,5.391007463216947,5.453699417867981,5.541918215886641,4.850806509701223,5.699079498498816,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,12,1,0,0,0,5.085463353506948,5.145941963509031,5.189460303595476,4.661367973294138,5.457071166256476,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,13,1,0,0,0,5.122799816018059,5.188280306137415,5.302523028395328,4.507004183446364,4.974803237720727,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
2,2,0,0,1,0,0,5.231899138549425,5.418336473514129,5.307950223253464,4.495134602679218,5.2809269291274825,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,1,0,1,0,0,5.303253600186511,5.421745762860124,5.407839928180451,4.703742346846481,5.402275597762964,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,2,0,1,0,0,5.310337603206626,5.369212580044653,5.454533235986936,4.797256196205152,5.513761071397057,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,3,0,1,0,0,5.0846500317863805,5.203576492282804,5.173395856788837,4.520797058624711,5.468399705760867,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,4,0,1,0,0,5.1810733383526095,5.175241239439652,5.377219469940615,4.740895328052803,5.504039097030757,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,5,0,1,0,0,5.118025820506572,5.1733454808600685,5.259861430538054,4.621117082705953,5.234378085432049,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,6,0,1,0,0,5.309766811001681,5.4802700578976005,5.397735607511825,4.5929965451235875,5.605662146323512,3.7717007044999997,3.788186879,3.75521453,Department Leader,0,0
2,2,7,1,1,0,0,4.966911432530922,5.0809976385559255,5.064349728948576,4.397296789481388,5.056368570210501,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,8,1,1,0,0,5.18443530037148,5.209220123541984,5.344516575607656,4.736557855308894,4.7377783266908,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,9,1,1,0,0,5.435369198732773,5.518291021664683,5.52242058839294,4.983483820729985,5.709228434918141,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,10,1,1,0,0,5.1918758934239975,5.297150330648804,5.333842286094245,4.544797665519003,5.074859521707441,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,11,1,1,0,0,5.2347406720166925,5.314278017531275,5.398747526462766,4.613445975098775,5.520518175288809,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,12,1,1,0,0,5.174905034255332,5.2910270141623,5.213597576156034,4.736256496766118,5.424010690838165,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,13,1,1,0,0,5.330883470155468,5.3909902532759855,5.454947957634495,4.8610793166761805,5.51806735784985,3.7717007044999997,3.788186879,3.75521453,Department Leader,0,0
3,3,0,0,0,1,0,4.800481803509389,4.814025858442659,5.021650378831855,4.243789629623828,4.526724331451361,3.82201699,3.829550882,3.814483098,General Member,0,0
