run_id,pattern_id,is_proximal,has_informal,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,sum_sum_interaction,sum_sum_active_interaction,sum_sum_passive_interaction,output_score_ave,output_score_dept0,output_score_dept1
1,1,0,0,5.230272089796752,5.32672087000862,5.354955344081561,4.649998155829925,5.529648494530983,0,0,0,3.7971045355,3.773598298,3.820610773
2,2,1,0,5.218437667505462,5.310263034734285,5.336496999392636,4.66748979141559,5.360733836452743,0,0,0,3.7717007044999997,3.788186879,3.75521453
3,3,0,1,5.0461061686594135,5.148238087440158,5.170582297897073,4.449266110762638,5.1116878702190665,0,0,0,3.82201699,3.829550882,3.814483098
4,4,1,1,5.241930885241175,5.344293880920019,5.346204291725144,4.6915372830753785,5.55214098984827,4,2,2,3.7159727055,3.676867373,3.755078038
5,1,0,0,5.13099168657238,5.2418251543724095,5.235717771989225,4.554130417199656,5.364318401974292,0,0,0,3.854747406,3.828320427,3.881174385
6,2,1,0,5.105712724929212,5.2269890185686405,5.238678994352069,4.43162921535759,5.2917582625912605,6,3,3,3.984725717,4.051427621,3.918023813
7,3,0,1,5.243347438275042,5.365128101676291,5.313613439499042,4.714051445215292,5.516897347131931,0,0,0,3.8139681955,3.768292727,3.859643664
8,4,1,1,5.1517408756850225,5.254704330744999,5.255431066652539,4.600906731580888,5.367092468662908,2,1,1,3.8970337730000004,3.913082961,3.880984585
9,1,0,0,5.139518552070476,5.223453359155475,5.267284813124738,4.589592855022198,5.231365233288988,0,0,0,3.8203832479999997,3.97179373,3.668972766
10,2,1,0,5.2131349204692485,5.322818658341729,5.339978898533033,4.588114424702978,5.44443638467587,0,0,0,3.928933227,3.924257444,3.93360901
11,3,0,1,5.210864467396505,5.285625861676413,5.310890435058823,4.753186360011371,5.406999650088797,4,2,2,3.8551390254999998,3.829488899,3.880789152
12,4,1,1,5.206716777879698,5.334720312534288,5.285029660182617,4.63997611520911,5.503137868053407,2,1,1,3.959351918,3.871752443,4.046951393
13,1,0,0,5.141327148919103,5.239980304800504,5.256903672981925,4.57568912512832,5.258306639345935,0,0,0,3.866909788,3.846887055,3.886932521
14,2,1,0,5.2606734279900635,5.380053581100479,5.340804826347027,4.715559705825902,5.586394133657186,6,3,3,3.906651451,3.907494793,3.905808109
15,3,0,1,5.164863936111986,5.251862071199819,5.26328026482174,4.674231430525724,5.433823539618365,0,0,0,3.8430293255,3.917856483,3.768202168
16,4,1,1,5.231708292195724,5.325841913502876,5.336569789731657,4.7046306006904235,5.547653079505288,2,1,1,3.8450613615,3.960980505,3.729142218
17,1,0,0,5.028212390013169,5.124762334772039,5.171749085662724,4.403643599220933,5.051038207550884,0,0,0,3.8692441005,3.906518368,3.831969833
18,2,1,0,5.171467044259157,5.278103915814081,5.273024759316248,4.614588427794504,5.412356747007375,0,0,0,3.799286037,3.838378575,3.760193499
19,3,0,1,5.195827636239888,5.276079895781821,5.335360400384294,4.629494407943802,5.4135738620000895,6,3,3,3.981320756,3.931219315,4.031422197
20,4,1,1,5.214797028962449,5.330542902358056,5.306477497460792,4.653638315612828,5.514278755979305,2,1,1,3.8730358860000003,3.897420741,3.848651031
21,1,0,0,5.094556768128646,5.193019804299298,5.20346774877053,4.545042038118958,5.250229568077889,0,0,0,3.7832948615,3.687644295,3.878945428
22,2,1,0,5.183857041610783,5.288099399212743,5.290439570480296,4.622437401442704,5.452593404156103,0,0,0,3.845862563,3.847708467,3.844016659
23,3,0,1,4.9673478836393254,5.033788546868875,5.111493353752442,4.431686463686741,5.17005921588884,0,0,0,3.9312078235000003,3.929152333,3.933263314
24,4,1,1,5.154123176751037,5.2653120352631975,5.262609744769556,4.567421275838016,5.450955253905784,4,2,2,4.0233317825,4.065611329,3.981052236
25,1,0,0,5.191238598248485,5.311205608535373,5.303437877387872,4.569539249395921,5.43136681808948,0,0,0,3.8194070655,3.842342864,3.796471267
26,2,1,0,5.0723822279706,5.160743398809664,5.222145066334163,4.457852092605099,5.129161979603068,6,3,3,3.9012289615,3.842006909,3.960451014
27,3,0,1,5.248255901544556,5.341827437202106,5.349773058900668,4.730667927407647,5.462136352063313,0,0,0,3.9081765795,3.909508459,3.9068447
28,4,1,1,5.12006636271095,5.206650636256421,5.24925436900003,4.5588748607333525,5.261023710543434,4,2,2,3.9246489415,3.934314837,3.914983046
29,1,0,0,5.163833185222261,5.258855342406436,5.278304651820539,4.611666624940416,5.52689420330948,0,0,0,3.932269667,4.007666762,3.856872572
30,2,1,0,5.16286333435946,5.261558734589003,5.261841868737267,4.635827220122617,5.410448701849796,0,0,0,3.9065297755,4.051522106,3.761537445
31,3,0,1,5.182224802418103,5.281783003653459,5.318234401901786,4.566194466583439,5.515043525163721,0,0,0,3.9162320084999998,3.865047267,3.96741675
32,4,1,1,5.206448907930607,5.3048198306287135,5.328779858457874,4.625897255272669,5.608993811170602,10,5,5,3.8084847005,3.776252243,3.840717158
33,1,0,0,5.037389186039377,5.120443237164237,5.1845345283809126,4.444887900534545,5.1447298097553285,0,0,0,3.9485765,4.024660358,3.872492642
34,2,1,0,5.154974649432835,5.288077449840657,5.242018920165437,4.552562949833289,5.377156917843625,2,1,1,3.9798989125,3.951865004,4.007932821
35,3,0,1,5.144955402789736,5.240742044583151,5.281120607508519,4.539876666399,5.437808247609808,0,0,0,3.9782734535,3.956979384,3.999567523
36,4,1,1,5.169997859432242,5.277653463261825,5.2793276513922,4.59192820003692,5.334684124295731,42,21,21,3.9635805604999996,3.872579586,4.054581535
37,1,0,0,5.023320620883789,5.122731747271821,5.1310336164751,4.4737569186733035,5.099297250039588,0,0,0,3.8880691699999996,3.918659789,3.857478551
38,2,1,0,5.1604036899712895,5.259183240342319,5.262369188793043,4.626145541607448,5.436178644583921,0,0,0,3.877235802,3.939930676,3.814540928
39,3,0,1,5.118332465181036,5.233535380184742,5.234534270998833,4.501586173261722,5.388755334712763,0,0,0,3.9434173804999997,4.010726964,3.876107797
40,4,1,1,5.135728754326436,5.249798390152015,5.2422664778242645,4.544931825354771,5.383259350039135,0,0,0,3.8839193355,3.890433788,3.877404883
41,1,0,0,5.174109627968572,5.2546232045193255,5.276858446829435,4.692821654307638,5.443520467890586,0,0,0,3.880104973,3.739575341,4.020634605
42,2,1,0,5.214638652803771,5.316698362878573,5.329088604143308,4.641409636120445,5.402934951039486,8,4,4,3.7995771215,3.762319341,3.836834902
43,3,0,1,5.211291516481476,5.29682670515473,5.311522526512211,4.720813593723335,5.448492865794873,0,0,0,3.868953801,3.648104161,4.089803441
44,4,1,1,5.192155243362685,5.286819776880236,5.304503320537215,4.646016129402794,5.365291623058533,0,0,0,3.9551942909999998,4.065929057,3.844459525
45,1,0,0,5.196657667548203,5.250694193464601,5.329455265549025,4.724687027797088,5.479186004579022,0,0,0,3.8003152460000003,3.84059885,3.760031642
46,2,1,0,5.169455234512397,5.235809198645419,5.313036263169933,4.635370941912411,5.471959588922215,0,0,0,3.8828529115,3.844247025,3.921458798
47,3,0,1,5.168341406028974,5.249366196003861,5.3051771217019,4.605983699534154,5.518917044084981,0,0,0,3.8529358545,3.888226717,3.817644992
48,4,1,1,5.1985795667243755,5.276226767636695,5.32294831174056,4.675444225616319,5.458290644902198,0,0,0,3.91600144,3.996329635,3.835673245
49,1,0,0,5.257902724438931,5.346543490979571,5.360232984753351,4.7532098174167015,5.535677526767925,0,0,0,3.9840142934999996,3.946256659,4.021771928
50,2,1,0,5.230314711623209,5.341205992523261,5.329394772989977,4.666454059067267,5.559684854735908,6,3,3,3.911844925,3.928992955,3.894696895
51,3,0,1,5.1623138793758105,5.27517440872534,5.28581322302072,4.535567156155767,5.3287136004385305,0,0,0,3.913868206,3.910028751,3.917707661
52,4,1,1,5.092031501460385,5.199503411392958,5.222866312703198,4.4643345454294385,5.213999397747145,0,0,0,4.012074619,4.153444498,3.87070474
53,1,0,0,5.249659240376041,5.360025720983898,5.3758262743017955,4.624170052725711,5.561159525322649,0,0,0,3.8731741025,3.959516687,3.786831518
54,2,1,0,5.2401061357449565,5.341991123638678,5.338452865308173,4.704975469749621,5.5521294337207605,4,2,2,3.7876717725000004,3.833797221,3.741546324
55,3,0,1,5.187424719071144,5.302846890217922,5.30570318006375,4.565175129981394,5.373136658813913,0,0,0,3.9147876630000003,3.91760034,3.911974986
56,4,1,1,5.274608883764286,5.366323448304351,5.376076369485593,4.762707723461044,5.577855977716311,4,2,2,3.862142412,3.935940385,3.788344439
57,1,0,0,5.178375737521486,5.308159426599778,5.275184299275915,4.563138026192943,5.3704299201281005,0,0,0,3.9652739744999996,4.011959931,3.918588018
58,2,1,0,5.144453191743515,5.217011754760841,5.25734507191136,4.6633631156332305,5.368056943611464,0,0,0,3.8982765745,4.004562047,3.791991102
59,3,0,1,5.151901706195673,5.237728855812378,5.293502874877596,4.56401753042107,5.323845788055064,0,0,0,3.8040767405,3.829725425,3.778428056
60,4,1,1,5.158876896426283,5.237789207611712,5.293175438679788,4.608776697611811,5.3687981481484925,2,1,1,3.8915789,4.024573871,3.758583929
61,1,0,0,5.247949536899123,5.3399290231560865,5.3468283805961265,4.741293776168554,5.465029078656779,0,0,0,3.8863832455000002,3.914429687,3.858336804
62,2,1,0,5.161001782184416,5.261702139385784,5.252801072785329,4.644702365844844,5.365975982775276,0,0,0,3.9178135139999997,3.948876139,3.886750889
63,3,0,1,5.230183810465779,5.3301020324564945,5.349787708124967,4.651353383288857,5.484043422960772,0,0,0,3.9312160105,3.895843845,3.966588176
64,4,1,1,5.2676814619422325,5.360700110138479,5.3893314114204,4.7047756352377705,5.556811976629295,8,4,4,3.7862864575,3.841252502,3.731320413
65,1,0,0,5.198594859837127,5.295687243023389,5.30562174992702,4.657588300068584,5.347276544199159,0,0,0,3.9100594954999996,3.990796534,3.829322457
66,2,1,0,5.199140877562175,5.274909072096906,5.330238229488536,4.6659424727964725,5.471131726797765,2,1,1,3.9383359425,3.948180606,3.928491279
67,3,0,1,5.249320645233344,5.329088817584643,5.3710881750723845,4.725891891888348,5.486295199771452,16,8,8,3.906638308,3.832328608,3.980948008
68,4,1,1,5.131189898979893,5.2097408477158895,5.279133272621204,4.55033584760885,5.278224865270725,6,3,3,3.8913964925,3.879974458,3.902818527
