run_id,pattern_id,is_proximal,has_informal,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,sum_sum_interaction,sum_sum_active_interaction,sum_sum_passive_interaction,output_score_ave,output_score_dept0,output_score_dept1
1,1,0,0,5.199511588230012,5.27996335914321,5.349173537977994,4.608945059411793,5.50218860730665,0,0,0,3.7971045355,3.773598298,3.820610773
2,2,1,0,5.221960601992421,5.3185971203048865,5.331816290298212,4.675721107674851,5.279335935143789,0,0,0,3.7717007044999997,3.788186879,3.75521453
3,3,0,1,4.931363724679002,5.0549932841374625,5.053265812024157,4.276036842498262,4.88793382135389,0,0,0,3.82201699,3.829550882,3.814483098
4,4,1,1,5.198701916342179,5.297603732847895,5.3256918281938,4.605686672504581,5.508133426035523,0,0,0,3.7159727055,3.676867373,3.755078038
5,1,0,0,5.125659774121554,5.2299381229477655,5.245463660920563,4.533282325111901,5.34494512881805,0,0,0,3.854747406,3.828320427,3.881174385
6,2,1,0,5.062889854028264,5.177840577259902,5.202416138772373,4.3924763532637625,5.244297391591111,2,1,1,3.984725717,4.051427621,3.918023813
7,3,0,1,5.279240233361853,5.416588863496442,5.322271980772172,4.766786932334009,5.577986210600249,0,0,0,3.8139681955,3.768292727,3.859643664
8,4,1,1,5.146833705135047,5.249853997746983,5.2605797310029905,4.572365433607379,5.391033781388501,2,1,1,3.8970337730000004,3.913082961,3.880984585
9,1,0,0,5.117702533972562,5.193334228132914,5.25208890085593,4.577239262096978,5.189709343170029,0,0,0,3.8203832479999997,3.97179373,3.668972766
10,2,1,0,5.21521786902825,5.302244200202606,5.362102719914608,4.611407556770348,5.4532488055506265,0,0,0,3.928933227,3.924257444,3.93360901
11,3,0,1,5.230715789567298,5.315169060651505,5.328236484095492,4.749807689082219,5.444088278273152,0,0,0,3.8551390254999998,3.829488899,3.880789152
12,4,1,1,5.1802509586053205,5.302526482932628,5.273392636289224,4.596093804360957,5.492355167761781,0,0,0,3.959351918,3.871752443,4.046951393
13,1,0,0,5.123947135453193,5.231979260402382,5.239430590588543,4.530389365289811,5.254646169869156,0,0,0,3.866909788,3.846887055,3.886932521
14,2,1,0,5.254158591866265,5.394736375093564,5.324414067562131,4.668495798894008,5.583612586744927,6,3,3,3.906651451,3.907494793,3.905808109
15,3,0,1,5.184528833639821,5.265653022993598,5.294414904529353,4.684755433502913,5.361141162741589,0,0,0,3.8430293255,3.917856483,3.768202168
16,4,1,1,5.261568803128607,5.389955323129335,5.320242227312693,4.739504586696891,5.624372041847929,0,0,0,3.8450613615,3.960980505,3.729142218
17,1,0,0,4.9104301881317465,4.9999530878846405,5.058461774015102,4.296454455145235,4.829808989634648,0,0,0,3.8692441005,3.906518368,3.831969833
18,2,1,0,5.163493605817189,5.261970071348138,5.291765878731021,4.568762239092069,5.4110411884039475,0,0,0,3.799286037,3.838378575,3.760193499
19,3,0,1,5.181187085435331,5.266589064109094,5.3201676141278655,4.600693249131462,5.406238036454158,0,0,0,3.981320756,3.931219315,4.031422197
20,4,1,1,5.229089085698988,5.356956428886673,5.31544224683365,4.643996346821717,5.527321465803017,2,1,1,3.8730358860000003,3.897420741,3.848651031
21,1,0,0,5.065876935601179,5.169943398498023,5.17855729753759,4.4907567023923525,5.146141945915452,0,0,0,3.7832948615,3.687644295,3.878945428
22,2,1,0,5.1857168087893895,5.298845068250022,5.266203844341256,4.6585289474531395,5.498651392807374,0,0,0,3.845862563,3.847708467,3.844016659
23,3,0,1,4.8972797628068045,4.951018611732444,5.053804969615396,4.370837733476507,5.042035562919755,0,0,0,3.9312078235000003,3.929152333,3.933263314
24,4,1,1,5.160762048351967,5.301282307389918,5.2375450734140765,4.560040879426522,5.449569262921669,4,2,2,4.0233317825,4.065611329,3.981052236
25,1,0,0,5.178601415071962,5.303872519962113,5.286158309782891,4.55182201274268,5.423439800375765,0,0,0,3.8194070655,3.842342864,3.796471267
26,2,1,0,4.983865850494696,5.0761591892479245,5.141101790004975,4.340101975377695,4.964614042295911,2,1,1,3.9012289615,3.842006909,3.960451014
27,3,0,1,5.2543030718123145,5.35836749052921,5.367759084592891,4.677379119173616,5.4527288071109705,0,0,0,3.9081765795,3.909508459,3.9068447
28,4,1,1,5.093424108116372,5.179713578204555,5.2187788193532825,4.542061371632363,5.195331244947219,0,0,0,3.9246489415,3.934314837,3.914983046
29,1,0,0,5.194854261086337,5.2857769201059455,5.303688008993889,4.668140872243223,5.50281667702705,0,0,0,3.932269667,4.007666762,3.856872572
30,2,1,0,5.153539992802125,5.254721367518377,5.2370903912716225,4.655044938891209,5.4255174019499615,0,0,0,3.9065297755,4.051522106,3.761537445
31,3,0,1,5.196551157903222,5.285043690778956,5.3596461243623255,4.5505186375381195,5.549061425479891,0,0,0,3.9162320084999998,3.865047267,3.96741675
32,4,1,1,5.216789818639545,5.316468718679029,5.317389501751501,4.683020524593195,5.6166041893295375,8,4,4,3.8084847005,3.776252243,3.840717158
33,1,0,0,4.977352773579576,5.058687670229438,5.145963258614108,4.339923618549416,5.009047893157669,0,0,0,3.9485765,4.024660358,3.872492642
34,2,1,0,5.142637249691811,5.282175169949339,5.239823779117711,4.497254920258797,5.3869459928547885,2,1,1,3.9798989125,3.951865004,4.007932821
35,3,0,1,5.107324304713072,5.209919188957779,5.231349640741712,4.510147201245455,5.407244113892615,0,0,0,3.9782734535,3.956979384,3.999567523
36,4,1,1,5.154695815708162,5.272034829141935,5.257425417268425,4.562976371766231,5.285758804385469,22,11,11,3.9635805604999996,3.872579586,4.054581535
37,1,0,0,4.897658436079054,4.981307415628619,5.018496371016737,4.364756315909093,4.875604238585644,0,0,0,3.8880691699999996,3.918659789,3.857478551
38,2,1,0,5.133246735553343,5.241080570765463,5.238296529782466,4.564629043382367,5.388323525367911,0,0,0,3.877235802,3.939930676,3.814540928
39,3,0,1,5.084154070970281,5.201245967143729,5.202503012863174,4.456730851366527,5.343936196588577,0,0,0,3.9434173804999997,4.010726964,3.876107797
40,4,1,1,5.125675305839785,5.248869153350031,5.23848229575841,4.49287745349892,5.335703142582387,0,0,0,3.8839193355,3.890433788,3.877404883
41,1,0,0,5.155876580626031,5.221918146118859,5.245900198208439,4.74769677645527,5.439442479413676,0,0,0,3.880104973,3.739575341,4.020634605
42,2,1,0,5.203852633585224,5.308969240008954,5.321278589361399,4.614508917502958,5.334062778363334,0,0,0,3.7995771215,3.762319341,3.836834902
43,3,0,1,5.197396859980096,5.288184597086786,5.2954994006120275,4.696127720518855,5.4131596385380805,0,0,0,3.868953801,3.648104161,4.089803441
44,4,1,1,5.129796063698768,5.2305221345361685,5.2414666522171975,4.567053144643561,5.196524000998328,0,0,0,3.9551942909999998,4.065929057,3.844459525
45,1,0,0,5.18348595121824,5.251256322588902,5.292949420570308,4.724760075284769,5.5124035028292,0,0,0,3.8003152460000003,3.84059885,3.760031642
46,2,1,0,5.096196572353968,5.164170189168286,5.239324615861745,4.558310287059539,5.383107486432439,0,0,0,3.8828529115,3.844247025,3.921458798
47,3,0,1,5.13278201092814,5.244806952202505,5.275097748221714,4.464637133420035,5.454322127412868,0,0,0,3.8529358545,3.888226717,3.817644992
48,4,1,1,5.1888240643772665,5.264411311093702,5.315924977849089,4.665493526127045,5.429475112663896,0,0,0,3.91600144,3.996329635,3.835673245
49,1,0,0,5.2768715011351555,5.362695412023213,5.374202521831323,4.7922940535132605,5.562094609261919,0,0,0,3.9840142934999996,3.946256659,4.021771928
50,2,1,0,5.204795940648081,5.323851901666439,5.29626328971134,4.634204243112067,5.563898139812513,6,3,3,3.911844925,3.928992955,3.894696895
51,3,0,1,5.136766300108028,5.25108881046596,5.2743954434352185,4.472664101270781,5.304589480535832,0,0,0,3.913868206,3.910028751,3.917707661
52,4,1,1,5.011958106270311,5.138125143348491,5.148514240001802,4.3148260163289525,5.008997765284309,0,0,0,4.012074619,4.153444498,3.87070474
