run_id,dept_id,pattern_id,ID-Ave P,IDIH-P,IDTF-P,ID-Ave CT,IDIH-CT,IDTF-CT,ID-Ave RD,IDIH-RD,IDTF-RD,ID-Ave DGT,IDIH-DGT,IDTF-DGT,ID-Ave CDU,IDIH-CDU,IDTF-CDU,CDC Score,adj-CDC Score
1,0,1,3.687228217710429,0.2494326948891958,0.3174949113590854,3.750264992144288,0.3184955155012852,0.16478992620938238,3.314374530963786,0.42149243561226746,0.6560628359022613,3.803578207244709,0.1496366105614001,0.14754403067518868,2.559911804846973,0.1159096538097344,0.23480141042551225,0.0,
1,1,1,3.801567103311131,0.17807188407940516,0.29705046482024333,3.7976242212759503,0.2913745736686213,0.16334371755527263,3.5599137476119194,0.313332501666409,0.22168266987243757,3.498668423497382,0.05655398999002806,0.3319490164435371,2.559911804846973,0.23432677199644972,0.23480141042551225,0.0,
2,0,2,3.73600303508734,0.28991199332172085,0.30623115971460696,3.71100796180999,0.19171885625587298,0.23459388490855798,3.2496198947355444,0.17319209060335597,0.4589485470369108,3.502151865640594,0.14760141875481433,0.5916903160106144,2.646489697315191,0.06767236963609558,0.36118875866877864,0.015625,0.125
2,1,2,4.007674954550033,0.10422814121569818,0.07091368608901974,3.7502827495966344,0.14330550921633012,0.15808229237297214,3.2166673523673746,0.433611979395567,0.46519087995901154,3.465815109790262,0.13404758044540577,0.39797207476504487,2.6464896973151917,0.23817302723057762,0.36118875866877864,0.01785714285714285,0.125
3,0,3,4.044096004082456,0.11535304695785176,0.056382591351864256,3.885293793841718,0.12436021268094592,0.0772844184167338,3.5585078768214347,0.23878137949084963,0.4979040435442679,3.5596674761452194,0.08291726808227967,0.2925768681544288,2.9315063759704834,0.17174107052014911,0.19310195978143996,0.0,0.0
3,1,3,3.923075960483497,0.19233889860118675,0.20598630601725537,3.676789744986235,0.1564361003816126,0.16471300508465456,3.302059546836284,0.3597975851455171,0.3791667684641819,3.147751541529584,0.1624285266493983,0.3534216809626589,2.9315063759704834,0.3031438281308539,0.19310195978144,0.0,0.0
4,0,4,3.8030601042679995,0.29687353392471544,0.12364403534630278,3.7053577351378792,0.2607057593671697,0.1842586902125779,3.327190581565482,0.33250821051595414,0.35328499368509375,3.6715398207148935,0.11640491543741185,0.1606782654812096,2.3935690006808708,0.11793629519752974,0.2187189318105719,0.03125,0.125
4,1,4,3.7362915139638124,0.24102899923007573,0.26352969791331926,3.802670490605223,0.1993858003986933,0.18285690311492353,3.298277848817254,0.5845056095581433,0.6020054496893911,3.7475948768724585,0.06704495582664319,0.14134092219956704,2.3935690006808708,0.15171613241182383,0.2187189318105718,0.03125,0.125
5,0,1,3.9153286038605843,0.11088528730611825,0.1934108311397996,3.718945584367679,0.2314161051048288,0.09574258800942131,3.088963174308693,0.6466263145092289,0.2873346278689428,3.896140893785367,0.07716792424281187,0.13507680400574384,2.8867685229254114,0.223224874560344,0.14388038362623237,0.0,
5,1,1,3.8777887648509264,0.18223573412273453,0.14888967002408107,3.7030406929244792,0.11678698205746911,0.16845128332126505,3.2272138981709233,0.3585789664073244,0.3493900331388819,3.1854383059670153,0.1477063516552028,0.3236667846815823,2.886768522925412,0.32688644978788667,0.14388038362623243,0.0,
