run_id,pattern_id,is_proximal,has_informal,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,sum_sum_interaction,sum_sum_active_interaction,sum_sum_passive_interaction,output_score_ave,output_score_dept0,output_score_dept1
1,1,0,0,5.150579262837402,5.229243933279403,5.317101377944872,4.5260336495939635,5.415782660078169,0,0,0,3.7971045355,3.773598298,3.820610773
2,2,1,0,5.168456440978874,5.279813831148332,5.285567093596326,4.56112608102978,5.185633351468994,0,0,0,3.7717007044999997,3.788186879,3.75521453
3,3,0,1,4.777628739315569,4.878493449540769,4.918847367870346,4.145524475345491,4.632532195092558,0,0,0,3.82201699,3.829550882,3.814483098
4,4,1,1,5.119936300739241,5.204580049888274,5.265981304074314,4.5252333788436365,5.410154028307988,0,0,0,3.7159727055,3.676867373,3.755078038
5,1,0,0,5.051255059520224,5.138433709285008,5.187410149407492,4.472023900488915,5.254643719942493,0,0,0,3.854747406,3.828320427,3.881174385
6,2,1,0,5.0699478014435675,5.1968334807312475,5.183199195015668,4.425037511912289,5.342196801562062,2,1,1,3.984725717,4.051427621,3.918023813
7,3,0,1,5.267959365119633,5.421657097250708,5.286615833262297,4.763334409726856,5.601539322019063,0,0,0,3.8139681955,3.768292727,3.859643664
8,4,1,1,5.065104274880693,5.181614970444742,5.179796207600829,4.4479576785082315,5.262971673284314,2,1,1,3.8970337730000004,3.913082961,3.880984585
9,1,0,0,5.186092238868438,5.258013143904252,5.341306721647288,4.608162397277013,5.344886981682804,0,0,0,3.8203832479999997,3.97179373,3.668972766
10,2,1,0,5.218612847601051,5.30576347736656,5.338534047638771,4.677344824883177,5.4763096008372205,0,0,0,3.928933227,3.924257444,3.93360901
11,3,0,1,5.249334304492898,5.313897373815806,5.333369022728384,4.859564087308044,5.4734823791082885,0,0,0,3.8551390254999998,3.829488899,3.880789152
12,4,1,1,5.145878620147902,5.268467209049551,5.256142610342671,4.520830209655153,5.455493032209931,0,0,0,3.959351918,3.871752443,4.046951393
13,1,0,0,5.105235468852358,5.195182932435147,5.244426042991807,4.510615071778612,5.302533950957186,0,0,0,3.866909788,3.846887055,3.886932521
14,2,1,0,5.240579087893155,5.3987006833359406,5.298374517685702,4.631358298715526,5.608619175456428,4,2,2,3.906651451,3.907494793,3.905808109
15,3,0,1,5.18947632495902,5.270234681488742,5.2913062995859805,4.709597981240286,5.430697106843468,0,0,0,3.8430293255,3.917856483,3.768202168
16,4,1,1,5.287239637758517,5.414087865728034,5.3384835753057205,4.787125766239824,5.588179697005174,0,0,0,3.8450613615,3.960980505,3.729142218
17,1,0,0,5.05074573816285,5.14658955110062,5.2240182951934155,4.358911666278213,5.071208872067916,0,0,0,3.8692441005,3.906518368,3.831969833
18,2,1,0,5.168876217135314,5.290327535084082,5.284452772007015,4.534843635255045,5.423968035048866,0,0,0,3.799286037,3.838378575,3.760193499
19,3,0,1,5.115464231873558,5.190741160110397,5.277138676406413,4.512393076586371,5.301543371260637,0,0,0,3.981320756,3.931219315,4.031422197
20,4,1,1,5.186152165716179,5.3407766113488595,5.257970234866228,4.554703334134688,5.487437602629622,2,1,1,3.8730358860000003,3.897420741,3.848651031
21,1,0,0,5.079001762488732,5.198050720055204,5.174126179389896,4.499897917019931,5.25464655522394,0,0,0,3.7832948615,3.687644295,3.878945428
22,2,1,0,5.1370568379040185,5.266187696467745,5.2152297919496915,4.567260702772935,5.4294344327438235,0,0,0,3.845862563,3.847708467,3.844016659
23,3,0,1,4.822104537290384,4.870418957968598,4.959979171465207,4.355453795514485,4.964187829183506,0,0,0,3.9312078235000003,3.929152333,3.933263314
24,4,1,1,5.187548669016922,5.324529169835346,5.241448202978328,4.650841587318371,5.534906319120416,0,0,0,4.0233317825,4.065611329,3.981052236
25,1,0,0,5.186649829023774,5.305795017501253,5.28542684815394,4.598734552287619,5.458574519683927,0,0,0,3.8194070655,3.842342864,3.796471267
26,2,1,0,4.8710704687078605,4.931861360988583,5.06403791564489,4.238440415679287,4.759876617373201,2,1,1,3.9012289615,3.842006909,3.960451014
27,3,0,1,5.217797798725806,5.308308399005749,5.336916153147382,4.668323170902305,5.404369644886669,0,0,0,3.9081765795,3.909508459,3.9068447
28,4,1,1,5.156045430363577,5.220936538608029,5.31945341545947,4.5800868070731395,5.309346158228979,0,0,0,3.9246489415,3.934314837,3.914983046
29,1,0,0,5.179570258670922,5.248835582512831,5.3269600348787405,4.627864809326952,5.527191352013814,0,0,0,3.932269667,4.007666762,3.856872572
30,2,1,0,5.143174513820794,5.218092485753622,5.2563943970047164,4.6542408705931555,5.3949018739274175,0,0,0,3.9065297755,4.051522106,3.761537445
31,3,0,1,5.160736663418473,5.253454220855934,5.302364433152811,4.552119195059303,5.529685340176675,0,0,0,3.9162320084999998,3.865047267,3.96741675
32,4,1,1,5.207308926944956,5.2784094044140115,5.341762322643802,4.6802829045738195,5.611462537795869,4,2,2,3.8084847005,3.776252243,3.840717158
33,1,0,0,4.803526764448734,4.858937604671207,4.996085967511381,4.187989436635141,4.634540339273852,0,0,0,3.9485765,4.024660358,3.872492642
34,2,1,0,5.0934642763579685,5.239409834318097,5.1680194538378075,4.481665521691294,5.264914423438592,2,1,1,3.9798989125,3.951865004,4.007932821
35,3,0,1,5.106216093372468,5.195266267878094,5.251725573951917,4.49954344850354,5.384617655585287,0,0,0,3.9782734535,3.956979384,3.999567523
36,4,1,1,5.114159032171073,5.238925352271645,5.219370081029027,4.494367624534133,5.161020630254062,6,3,3,3.9635805604999996,3.872579586,4.054581535
37,1,0,0,4.714553250352888,4.828737959520382,4.790859115238566,4.193952104783832,4.6900226784039765,0,0,0,3.8880691699999996,3.918659789,3.857478551
38,2,1,0,5.0637674983347,5.156317808089541,5.1792018949586165,4.516769643614376,5.351213865488633,0,0,0,3.877235802,3.939930676,3.814540928
39,3,0,1,5.159997095921178,5.300840833132311,5.248712697663255,4.530462813556271,5.4625556322976925,0,0,0,3.9434173804999997,4.010726964,3.876107797
40,4,1,1,5.0300785652928175,5.149556359946999,5.138220419603629,4.419314187938378,5.172433399621367,0,0,0,3.8839193355,3.890433788,3.877404883
41,1,0,0,5.138597119369578,5.199637649631026,5.2635963800481775,4.663810587001842,5.4164779590487,0,0,0,3.880104973,3.739575341,4.020634605
42,2,1,0,5.176961543757487,5.241320640120482,5.318981351864473,4.652504702418873,5.284453153315742,0,0,0,3.7995771215,3.762319341,3.836834902
43,3,0,1,5.234724913353236,5.333447627088003,5.317397600808536,4.745653834753237,5.5119188015388945,0,0,0,3.868953801,3.648104161,4.089803441
44,4,1,1,5.1337321126591835,5.243485115696679,5.253244910338269,4.525609908962165,5.21504137827869,0,0,0,3.9551942909999998,4.065929057,3.844459525
45,1,0,0,5.159997460244652,5.23573874688526,5.256554386992138,4.707474104578693,5.493800209153283,0,0,0,3.8003152460000003,3.84059885,3.760031642
46,2,1,0,5.022043112738693,5.085357308161873,5.169518961767257,4.487990212069176,5.222489683961007,0,0,0,3.8828529115,3.844247025,3.921458798
47,3,0,1,5.107803012054496,5.236600157818054,5.223121690576269,4.452334658213016,5.526586993168295,0,0,0,3.8529358545,3.888226717,3.817644992
48,4,1,1,5.135683460160372,5.204668762035944,5.2748169464035595,4.604082753299549,5.273466789485615,0,0,0,3.91600144,3.996329635,3.835673245
49,1,0,0,5.295126915083254,5.387942307440208,5.400836879584469,4.770024154176222,5.551567995063826,0,0,0,3.9840142934999996,3.946256659,4.021771928
50,2,1,0,5.239593309983294,5.3666325410708495,5.322302327726346,4.665487908653511,5.575421916662161,6,3,3,3.911844925,3.928992955,3.894696895
51,3,0,1,5.111998294941245,5.214154620915805,5.236947408197183,4.513981386087045,5.348114996836843,0,0,0,3.913868206,3.910028751,3.917707661
52,4,1,1,4.893823872696201,4.984446040051763,5.055111869672115,4.245618711019054,4.858822827033831,0,0,0,4.012074619,4.153444498,3.87070474
53,1,0,0,5.1761092605342105,5.275377127362782,5.328714274538307,4.522227294038929,5.453470830326582,0,0,0,3.8731741025,3.959516687,3.786831518
54,2,1,0,5.250203988532144,5.381707488948492,5.32086187822224,4.6908250780062115,5.566457809005781,4,2,2,3.7876717725000004,3.833797221,3.741546324
55,3,0,1,5.140788680182188,5.2443138782307335,5.252090101325237,4.570509770036101,5.286070039329928,0,0,0,3.9147876630000003,3.91760034,3.911974986
56,4,1,1,5.288243712684336,5.383675825371259,5.344241696970419,4.871285411289379,5.583723524402353,2,1,1,3.862142412,3.935940385,3.788344439
57,1,0,0,5.07764858444726,5.223469550330489,5.205730901195345,4.34132694771871,5.282473471333691,0,0,0,3.9652739744999996,4.011959931,3.918588018
58,2,1,0,5.171934536874071,5.254466770416006,5.297598085318212,4.631122889878603,5.4164491265162535,0,0,0,3.8982765745,4.004562047,3.791991102
59,3,0,1,5.139434683099091,5.235721913692621,5.2849877220963535,4.510949233658224,5.246134095037269,0,0,0,3.8040767405,3.829725425,3.778428056
60,4,1,1,5.136445697540002,5.213895877165869,5.289405350280655,4.547189302267542,5.385724621447419,0,0,0,3.8915789,4.024573871,3.758583929
61,1,0,0,5.2676450600837565,5.329904303889973,5.395289355351977,4.7830306397059275,5.5196320760009305,0,0,0,3.8863832455000002,3.914429687,3.858336804
62,2,1,0,5.093964256785769,5.179699711852246,5.21901586468267,4.5449708064935725,5.201574248456952,0,0,0,3.9178135139999997,3.948876139,3.886750889
63,3,0,1,5.289069065349703,5.395944284585668,5.3936157976726875,4.724501032221515,5.498788929987167,0,0,0,3.9312160105,3.895843845,3.966588176
64,4,1,1,5.217209550510524,5.344389499861269,5.354902301363967,4.514386617133588,5.505498432027215,0,0,0,3.7862864575,3.841252502,3.731320413
65,1,0,0,5.208195050379763,5.318818779528008,5.294022858626086,4.676058977026942,5.456736456346619,0,0,0,3.9100594954999996,3.990796534,3.829322457
66,2,1,0,5.162251172263366,5.237322626847557,5.2721492630580915,4.680607929989764,5.345791243688916,0,0,0,3.9383359425,3.948180606,3.928491279
67,3,0,1,5.24026319579039,5.311632792360362,5.373215542673767,4.715932263352594,5.447471143285536,6,3,3,3.906638308,3.832328608,3.980948008
68,4,1,1,5.167380222840897,5.253025797773792,5.317415100774638,4.560362116196816,5.2081517220749545,0,0,0,3.8913964925,3.879974458,3.902818527
69,1,0,0,5.113205031817268,5.246307636322725,5.237132210653895,4.424733801015429,5.303898642941264,0,0,0,3.8649801445,3.817087452,3.912872837
70,2,1,0,5.232191256140305,5.357936557377607,5.322419541455443,4.644422686693077,5.5331243818694675,0,0,0,3.8242108244999997,3.816891836,3.831529813
71,3,0,1,5.250753024035474,5.3921742950317,5.290410753684391,4.733954508532648,5.602740331933982,0,0,0,3.8116819825,3.842093863,3.781270102
72,4,1,1,5.165176148891824,5.22036900811096,5.344816424017706,4.580436929274027,5.342917407627807,0,0,0,4.010079421,4.017769429,4.002389413
73,1,0,0,5.229039121368301,5.298398857033357,5.314702975541842,4.821077587968204,5.499667709168678,0,0,0,3.9406782115,3.88871458,3.992641843
74,2,1,0,5.212971883941554,5.350832476950024,5.3045830638828155,4.585630685053205,5.475131313589283,0,0,0,4.056299989499999,4.219622057,3.892977922
75,3,0,1,5.1687965302230525,5.219571476737281,5.283162620123852,4.749617480911835,5.53421924757486,0,0,0,3.927750916,3.931922886,3.923578946
76,4,1,1,5.216336785124177,5.372080905799322,5.259892722080699,4.647473903533526,5.588095614949109,0,0,0,3.9015356165,3.842103241,3.960967992
77,1,0,0,4.973929214366748,5.086348263196962,5.096841205006725,4.349877423049496,5.054039651115871,0,0,0,3.8790808555,3.813178482,3.944983229
78,2,1,0,5.26036271668292,5.399288493040197,5.324469833082718,4.694002116011559,5.493833140667449,0,0,0,3.83429666,3.816949585,3.851643735
79,3,0,1,5.30969055567894,5.413603156402362,5.421070121176917,4.738067100680058,5.594296253696983,0,0,0,3.796043627,3.76864708,3.823440174
80,4,1,1,5.0626651671175145,5.1601688874433,5.194236370729874,4.463154531044653,5.343609564194922,0,0,0,3.8798870880000003,3.865427947,3.894346229
81,1,0,0,5.0707473746817175,5.175382706929666,5.154158332471975,4.562215809760609,5.1933386234554435,0,0,0,3.815878605,3.77758597,3.85417124
82,2,1,0,5.120534858676846,5.240228724056819,5.250304831540836,4.458656659187617,5.3895157555800415,0,0,0,3.877595709,3.8642789,3.890912518
83,3,0,1,5.143121867663538,5.234385706801695,5.242373648945345,4.637742860591522,5.490186764413479,2,1,1,3.8128997905,3.784878057,3.840921524
84,4,1,1,5.211587012556957,5.307739259113315,5.345366356317873,4.610978470779082,5.521465999261487,0,0,0,3.8991800679999997,3.804229044,3.994131092
85,1,0,0,5.207142880989166,5.306489272977579,5.333982543324803,4.613144492907445,5.420425113445174,0,0,0,3.81285863,3.858285373,3.767431887
86,2,1,0,5.099981236966488,5.147783385820723,5.28504771290234,4.524753013220129,5.217569576930546,0,0,0,3.7986713749999996,3.847070776,3.750271974
87,3,0,1,5.05136145593792,5.148889016857275,5.177455851246044,4.464558517460898,5.251664673416983,0,0,0,3.8844645305,3.970221861,3.7987072
88,4,1,1,5.2740720557352585,5.365703014954895,5.429280319248952,4.637026563211061,5.445840665297985,4,2,2,3.8776939855,3.951775243,3.803612728
89,1,0,0,5.043913520186844,5.132837103384089,5.251597711613969,4.292546323931816,5.046062697362842,0,0,0,3.8110939405,3.785197619,3.836990262
90,2,1,0,5.175786466576691,5.305207958036529,5.258123950215562,4.595401197039812,5.175883336895672,0,0,0,3.838896306,3.846821686,3.830970926
91,3,0,1,5.079019412941271,5.158954999059888,5.217620546521182,4.5158100095656275,5.080627230403288,0,0,0,3.865561905,3.913607181,3.817516629
92,4,1,1,5.159969022760401,5.224063074949987,5.278899671273615,4.690182019660812,5.391805666869035,2,1,1,3.8752340050000003,3.963140858,3.787327152
93,1,0,0,5.230305814162162,5.333577389775326,5.344254096527606,4.6546117618033005,5.481992238436014,0,0,0,3.9502427445,4.059791319,3.84069417
94,2,1,0,5.000310271555732,5.0993623218969715,5.142270001120638,4.371914751547229,5.018738625796352,0,0,0,3.9579009889999996,3.989231748,3.92657023
95,3,0,1,5.171865896682169,5.294793062688668,5.270658058492164,4.572569354439348,5.497395685987497,2,1,1,3.820308241,3.79795365,3.842662832
96,4,1,1,5.154087617015171,5.26976054811311,5.27780471324286,4.518395599190076,5.238990631327231,0,0,0,3.864994452,3.885768917,3.844219987
97,1,0,0,5.204369234824672,5.316859365423363,5.323828923786613,4.58815956878407,5.246728659579225,0,0,0,3.9062886565,3.881866059,3.930711254
