run_id,pattern_id,agent_id,dept_id,is_proximal,has_informal,sum_interaction,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,output_score_ave,output_score_dept0,output_score_dept1,position,sum_active_interaction,sum_passive_interaction
1,1,0,0,0,0,0,5.196108811822521,5.13859178761248,5.467127235122725,4.736283563418836,5.834314133923123,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,1,0,0,0,0,5.447215652024447,5.569033462621848,5.564062733992761,4.8091190289728445,5.819871875972516,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,2,0,0,0,0,5.210554140743438,5.183157463387266,5.479054889757644,4.6662424251121495,5.73779636462621,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,3,0,0,0,0,5.267320633873086,5.545919701372136,5.156736946127103,4.689552036116564,5.700394480225151,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,4,0,0,0,0,5.208944579750197,5.319512481561745,5.241659334915531,4.800906445596438,5.70388037714708,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,5,0,0,0,0,5.2257258296449765,5.5311291808833545,5.440037604283135,3.809454968440805,5.7492094071674655,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,6,0,0,0,0,5.437440528845858,5.5526113972414715,5.432522738481656,5.10340276784216,5.565770927423323,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
1,1,7,1,0,0,0,5.312325614453224,5.414776561158451,5.305886684029898,5.019996945325306,5.555679831978292,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,8,1,0,0,0,5.353192681159723,5.371346608193431,5.457053564753187,5.0563888383405216,5.600998825706967,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,9,1,0,0,0,5.383282445118173,5.591519743942035,5.304033609195689,4.943484499132386,5.832357807640406,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,10,1,0,0,0,5.262404482727442,5.335425200346517,5.391914579023013,4.741152105180544,5.661217262841575,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,11,1,0,0,0,5.50268467813908,5.599633837733796,5.612676957735914,4.95518854696232,5.660642649134885,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,12,1,0,0,0,4.857675393541581,4.690931555747102,5.049295670522862,4.910792927302034,5.509192424406916,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,13,1,0,0,0,5.270260867223119,5.187514299762135,5.68829026953802,4.543098630871296,4.833613505443367,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
2,2,0,0,1,0,0,5.150089605221714,5.1253737507646155,5.298414825290972,4.878144988431405,4.68664935445162,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,1,0,1,0,0,5.266743488750418,5.37202645379348,5.30837857107536,4.853746068196363,5.428031222193032,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,2,0,1,0,0,5.246793023327627,5.206509595521236,5.465714107396183,4.856827443920165,5.188246575969027,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
