run_id,pattern_id,is_proximal,has_informal,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,sum_sum_interaction,sum_sum_active_interaction,sum_sum_passive_interaction,output_score_ave,output_score_dept0,output_score_dept1
1,1,0,0,5.281081167076205,5.359364520111698,5.399310915534224,4.770361694901014,5.626067133831234,0,0,0,3.7971045355,3.773598298,3.820610773
2,2,1,0,5.260826885002291,5.309847662839827,5.371827602557588,4.854762877193986,5.246130593370234,0,0,0,3.7717007044999997,3.788186879,3.75521453
3,3,0,1,5.093240068745025,5.2170025251263805,5.167819403052131,4.54793425288438,5.391167588784104,0,0,0,3.82201699,3.829550882,3.814483098
4,4,1,1,5.257088194352057,5.339058874671083,5.403192796157425,4.670265415849117,5.5521995510348985,0,0,0,3.7159727055,3.676867373,3.755078038
5,1,0,0,5.263590165562717,5.396066375747033,5.333126784176989,4.703909424909801,5.514658509436889,0,0,0,3.854747406,3.828320427,3.881174385
6,2,1,0,5.116526050176044,5.196979659625987,5.271741319089647,4.512996261027813,5.288208268806164,0,0,0,3.984725717,4.051427621,3.918023813
7,3,0,1,5.271196590708411,5.381149945643673,5.3257547153892535,4.8140342349806575,5.470544479733627,0,0,0,3.8139681955,3.768292727,3.859643664
8,4,1,1,5.212533604333637,5.327295614989505,5.288515025519518,4.690957589598972,5.514772807892292,0,0,0,3.8970337730000004,3.913082961,3.880984585
9,1,0,0,5.115929188140428,5.213666254974721,5.170257620427287,4.695951645634878,5.2134117628076675,0,0,0,3.8203832479999997,3.97179373,3.668972766
10,2,1,0,5.2785683904157725,5.3417795852098715,5.4519254679172695,4.684434958529986,5.577492552828494,0,0,0,3.928933227,3.924257444,3.93360901
11,3,0,1,5.138497336422121,5.222889809611537,5.2869916366670155,4.5388332162824545,5.152935714403001,0,0,0,3.8551390254999998,3.829488899,3.880789152
12,4,1,1,5.274399092744781,5.424928385877598,5.295309654310876,4.774019903025442,5.637846323199281,0,0,0,3.959351918,3.871752443,4.046951393
13,1,0,0,5.128205758222548,5.252944016471647,5.21134025383417,4.560010493714797,5.135893700883379,0,0,0,3.866909788,3.846887055,3.886932521
14,2,1,0,5.2783238214427675,5.438686828915052,5.3056499769533065,4.733473769501323,5.599492358188991,0,0,0,3.906651451,3.907494793,3.905808109
15,3,0,1,5.190692433227892,5.308751788884696,5.268724166231437,4.654440322582535,5.272060488294589,0,0,0,3.8430293255,3.917856483,3.768202168
16,4,1,1,5.25465335558205,5.370936549262504,5.294699759999369,4.812362164233611,5.660377812653265,0,0,0,3.8450613615,3.960980505,3.729142218
17,1,0,0,4.908238609665823,5.017777419318244,4.977822948026992,4.4172587245324975,4.8701074671290865,0,0,0,3.8692441005,3.906518368,3.831969833
18,2,1,0,5.171176805469054,5.277775462589728,5.28936219468837,4.575614925928631,5.415847866317158,0,0,0,3.799286037,3.838378575,3.760193499
19,3,0,1,5.310551963022684,5.3831319967460995,5.427556648461168,4.819800929162647,5.612078329006812,0,0,0,3.981320756,3.931219315,4.031422197
20,4,1,1,5.267145457661461,5.404976530211452,5.347892144343452,4.665243304420173,5.560536121578862,0,0,0,3.8730358860000003,3.897420741,3.848651031
21,1,0,0,4.999098896788865,5.111447293227825,5.115004513879479,4.391607267593889,5.002799113808352,0,0,0,3.7832948615,3.687644295,3.878945428
22,2,1,0,5.186148364762434,5.2984209426345235,5.285905138758025,4.616564825156457,5.499676679012082,0,0,0,3.845862563,3.847708467,3.844016659
23,3,0,1,5.0281982621933095,5.080930074490305,5.182469234815001,4.51003722251838,5.254619397006969,0,0,0,3.9312078235000003,3.929152333,3.933263314
24,4,1,1,5.196404476479266,5.320757971159521,5.281807463816004,4.624070355319444,5.558772260564844,4,2,2,4.0233317825,4.065611329,3.981052236
25,1,0,0,5.298659168340062,5.425211981237314,5.395357963361836,4.693370207930833,5.426914551333246,0,0,0,3.8194070655,3.842342864,3.796471267
26,2,1,0,5.009883172692681,5.113427526958851,5.217385222751539,4.2150786597568315,5.02199651212978,0,0,0,3.9012289615,3.842006909,3.960451014
27,3,0,1,5.24689018117278,5.367434254946529,5.360376005154087,4.620457703895153,5.556026988073123,0,0,0,3.9081765795,3.909508459,3.9068447
