run_id,pattern_id,range,modularity_q,dept0_split,dept1_split
1,1,turn1to1,0.7857142857142857,3,2
1,1,turn1to2,0.7857142857142857,3,2
1,1,turn1to3,0.7633219954648526,3,2
1,1,turn1to4,0.7500000000000001,3,2
1,1,turn1to5,0.7417346938775511,3,2
1,1,turn1to6,0.737953514739229,3,2
1,1,turn1to7,0.7337047063723448,3,2
1,1,turn1to8,0.7030851403061226,3,2
1,1,turn2to2,0.7857142857142857,3,2
1,1,turn2to3,0.7519132653061225,3,2
1,1,turn2to4,0.7380952380952381,3,2
1,1,turn2to5,0.7366071428571429,3,2
1,1,turn2to6,0.7283673469387755,3,2
1,1,turn2to7,0.7254818594104309,3,2
1,1,turn2to8,0.6795605997501042,3,2
1,1,turn3to3,0.7857142857142857,3,2
1,1,turn3to4,0.7366071428571428,3,2
1,1,turn3to5,0.7463151927437641,3,2
1,1,turn3to6,0.7198660714285714,3,2
1,1,turn3to7,0.7290816326530613,3,2
1,1,turn3to8,0.6753826530612246,3,2
1,1,turn4to4,0.7653061224489797,3,2
1,1,turn4to5,0.7653061224489797,3,2
1,1,turn4to6,0.723922902494331,3,2
1,1,turn4to7,0.734375,3,2
1,1,turn4to8,0.6682653061224489,3,2
1,1,turn5to5,0.7653061224489796,3,2
1,1,turn5to6,0.7028061224489796,3,2
1,1,turn5to7,0.723922902494331,3,2
1,1,turn5to8,0.6503507653061225,3,2
1,1,turn6to6,0.7244897959183674,2,2
1,1,turn6to7,0.7130102040816326,3,2
1,1,turn6to8,0.6315192743764172,3,2
1,1,turn7to7,0.7653061224489796,3,2
1,1,turn7to8,0.6262755102040816,3,2
1,1,turn8to8,0.7040816326530612,2,2
2,2,turn1to1,0.826530612244898,3,3
2,2,turn1to2,0.7315051020408163,2,3
2,2,turn1to3,0.6011904761904762,2,3
2,2,turn1to4,0.5784438775510204,2,2
2,2,turn1to5,0.596938775510204,2,2
2,2,turn1to6,0.5762471655328798,2,2
2,2,turn1to7,0.5407122032486464,2,2
2,2,turn1to8,0.5146285076530612,3,1
2,2,turn2to2,0.826530612244898,3,3
2,2,turn2to3,0.6772959183673468,3,2
2,2,turn2to4,0.645124716553288,2,2
2,2,turn2to5,0.6387117346938775,3,2
2,2,turn2to6,0.6118367346938776,3,2
2,2,turn2to7,0.5695861678004535,3,2
2,2,turn2to8,0.534204498125781,3,1
2,2,turn3to3,0.6658163265306122,2,2
2,2,turn3to4,0.6320153061224489,2,2
2,2,turn3to5,0.6181972789115646,2,2
2,2,turn3to6,0.5846619897959183,3,2
2,2,turn3to7,0.5466326530612245,3,1
2,2,turn3to8,0.5322420634920635,2,1
2,2,turn4to4,0.6556122448979592,2,2
2,2,turn4to5,0.6020408163265305,3,2
2,2,turn4to6,0.5719954648526077,3,2
2,2,turn4to7,0.5433673469387754,2,1
2,2,turn4to8,0.5356122448979591,2,1
2,2,turn5to5,0.7066326530612245,3,2
2,2,turn5to6,0.6294642857142857,3,1
2,2,turn5to7,0.5702947845804989,3,1
2,2,turn5to8,0.5546875,2,1
2,2,turn6to6,0.7244897959183674,2,2
2,2,turn6to7,0.5535714285714286,3,1
2,2,turn6to8,0.5388321995464852,2,1
2,2,turn7to7,0.6352040816326531,2,2
2,2,turn7to8,0.6014030612244898,2,2
2,2,turn8to8,0.6607142857142857,2,2
3,3,turn1to1,0.7653061224489797,3,2
3,3,turn1to2,0.6568877551020409,2,2
3,3,turn1to3,0.6068594104308389,2,2
3,3,turn1to4,0.6318558673469388,2,2
3,3,turn1to5,0.5658163265306122,2,2
3,3,turn1to6,0.5350056689342404,2,2
3,3,turn1to7,0.5398792169929196,2,2
3,3,turn1to8,0.5195711096938775,2,2
3,3,turn2to2,0.7448979591836735,2,2
3,3,turn2to3,0.596938775510204,2,2
3,3,turn2to4,0.6193310657596371,2,3
3,3,turn2to5,0.5706313775510204,2,3
3,3,turn2to6,0.5339795918367347,1,3
3,3,turn2to7,0.5401785714285714,2,2
3,3,turn2to8,0.5281653477717617,2,2
3,3,turn3to3,0.6454081632653061,2,2
3,3,turn3to4,0.6345663265306122,2,3
3,3,turn3to5,0.5677437641723356,1,3
3,3,turn3to6,0.5377869897959183,1,3
3,3,turn3to7,0.5383673469387755,1,2
3,3,turn3to8,0.5252267573696145,1,2
3,3,turn4to4,0.7653061224489797,2,3
3,3,turn4to5,0.6096938775510203,2,3
3,3,turn4to6,0.566609977324263,2,3
3,3,turn4to7,0.561702806122449,2,2
3,3,turn4to8,0.5448979591836735,2,2
3,3,turn5to5,0.645408163265306,2,2
3,3,turn5to6,0.5255102040816326,2,2
3,3,turn5to7,0.5547052154195011,2,2
3,3,turn5to8,0.5172193877551021,2,1
3,3,turn6to6,0.5561224489795918,2,2
3,3,turn6to7,0.5612244897959184,2,2
3,3,turn6to8,0.5116213151927437,2,2
3,3,turn7to7,0.645408163265306,2,2
3,3,turn7to8,0.5682397959183674,2,2
3,3,turn8to8,0.6760204081632653,2,2
4,4,turn1to1,0.7244897959183674,3,2
4,4,turn1to2,0.6588010204081632,3,2
4,4,turn1to3,0.5671768707482993,4,2
4,4,turn1to4,0.5540497448979591,2,2
4,4,turn1to5,0.5895918367346938,3,2
4,4,turn1to6,0.5982851473922902,3,2
4,4,turn1to7,0.606518117451062,2,2
4,4,turn1to8,0.6041932397959182,2,2
4,4,turn2to2,0.7244897959183674,2,2
4,4,turn2to3,0.6466836734693877,2,2
4,4,turn2to4,0.626984126984127,2,2
4,4,turn2to5,0.6262755102040816,2,2
4,4,turn2to6,0.6323469387755102,2,2
4,4,turn2to7,0.6363378684807257,2,2
4,4,turn2to8,0.6429092044981257,2,2
4,4,turn3to3,0.7040816326530612,2,2
4,4,turn3to4,0.6645408163265306,2,3
4,4,turn3to5,0.6558956916099773,2,2
4,4,turn3to6,0.6541772959183674,2,2
4,4,turn3to7,0.6528571428571429,2,2
4,4,turn3to8,0.661422902494331,2,2
4,4,turn4to4,0.7244897959183674,2,2
4,4,turn4to5,0.7289540816326531,3,2
4,4,turn4to6,0.6961451247165533,3,2
4,4,turn4to7,0.6611926020408163,2,2
4,4,turn4to8,0.6698979591836735,2,2
4,4,turn5to5,0.826530612244898,3,3
4,4,turn5to6,0.7130102040816326,3,2
4,4,turn5to7,0.6791383219954649,2,2
4,4,turn5to8,0.6753826530612245,2,2
4,4,turn6to6,0.7244897959183674,2,2
4,4,turn6to7,0.7244897959183674,2,2
4,4,turn6to8,0.6655328798185941,2,2
4,4,turn7to7,0.7857142857142858,3,2
4,4,turn7to8,0.7028061224489797,3,2
4,4,turn8to8,0.7040816326530612,2,2
5,1,turn1to1,0.7448979591836735,2,2
5,1,turn1to2,0.6269132653061225,2,3
5,1,turn1to3,0.6159297052154195,2,2
5,1,turn1to4,0.6242028061224489,2,2
5,1,turn1to5,0.6205102040816327,2,2
5,1,turn1to6,0.6297477324263039,2,2
5,1,turn1to7,0.6358288213244482,2,2
5,1,turn1to8,0.6230070153061225,2,2
5,1,turn2to2,0.7653061224489797,2,3
5,1,turn2to3,0.7059948979591837,2,2
5,1,turn2to4,0.6771541950113379,2,2
5,1,turn2to5,0.6731505102040816,2,2
5,1,turn2to6,0.6626530612244897,2,2
5,1,turn2to7,0.664044784580499,2,2
5,1,turn2to8,0.6453561016243232,2,2
5,1,turn3to3,0.7448979591836735,2,2
5,1,turn3to4,0.6772959183673468,2,2
5,1,turn3to5,0.6748866213151927,2,2
5,1,turn3to6,0.6592793367346939,2,2
5,1,turn3to7,0.6616326530612244,2,2
5,1,turn3to8,0.6402352607709751,2,2
5,1,turn4to4,0.7244897959183674,2,2
5,1,turn4to5,0.642219387755102,2,2
5,1,turn4to6,0.6748866213151927,2,2
5,1,turn4to7,0.6580038265306123,2,2
5,1,turn4to8,0.6458163265306123,2,2
5,1,turn5to5,0.7244897959183674,2,2
5,1,turn5to6,0.7059948979591837,2,2
5,1,turn5to7,0.671485260770975,2,2
5,1,turn5to8,0.6388711734693878,2,2
5,1,turn6to6,0.7448979591836735,2,2
5,1,turn6to7,0.6721938775510203,2,2
5,1,turn6to8,0.6831065759637189,2,2
5,1,turn7to7,0.7244897959183674,2,2
5,1,turn7to8,0.7181122448979591,2,3
5,1,turn8to8,0.7857142857142857,2,3
6,2,turn1to1,0.7653061224489796,3,2
6,2,turn1to2,0.7512755102040816,3,3
6,2,turn1to3,0.6669501133786848,2,3
6,2,turn1to4,0.6629464285714285,2,3
6,2,turn1to5,0.631938775510204,2,3
6,2,turn1to6,0.6428571428571428,2,3
6,2,turn1to7,0.6404623073719283,2,3
6,2,turn1to8,0.638313137755102,2,3
6,2,turn2to2,0.7857142857142858,2,3
6,2,turn2to3,0.680484693877551,3,4
6,2,turn2to4,0.66156462585034,2,4
6,2,turn2to5,0.6543367346938775,2,4
6,2,turn2to6,0.6753061224489796,2,3
6,2,turn2to7,0.6636196145124716,2,4
6,2,turn2to8,0.6511349437734277,2,3
6,2,turn3to3,0.7653061224489797,2,4
6,2,turn3to4,0.6536989795918368,2,4
6,2,turn3to5,0.663548752834467,2,4
6,2,turn3to6,0.6841517857142856,2,3
6,2,turn3to7,0.6709183673469388,2,4
6,2,turn3to8,0.6342828798185941,2,4
6,2,turn4to4,0.7653061224489797,2,3
6,2,turn4to5,0.7028061224489794,2,3
6,2,turn4to6,0.723922902494331,2,3
6,2,turn4to7,0.6994579081632654,2,3
6,2,turn4to8,0.6598979591836734,2,3
6,2,turn5to5,0.7653061224489796,2,3
6,2,turn5to6,0.7653061224489796,2,3
6,2,turn5to7,0.7191043083900227,2,3
6,2,turn5to8,0.6637436224489796,2,3
6,2,turn6to6,0.7653061224489797,2,3
6,2,turn6to7,0.7149234693877552,2,3
6,2,turn6to8,0.7162698412698413,2,3
6,2,turn7to7,0.7755102040816327,2,4
6,2,turn7to8,0.7493622448979591,2,3
6,2,turn8to8,0.7857142857142857,2,3
7,3,turn1to1,0.7857142857142858,3,2
7,3,turn1to2,0.6568877551020408,2,2
7,3,turn1to3,0.6578798185941044,2,2
7,3,turn1to4,0.5915178571428571,3,2
7,3,turn1to5,0.5698979591836734,3,2
7,3,turn1to6,0.5947420634920635,3,2
7,3,turn1to7,0.61271345272803,2,2
7,3,turn1to8,0.615234375,3,2
7,3,turn2to2,0.7653061224489796,3,2
7,3,turn2to3,0.7653061224489796,3,2
7,3,turn2to4,0.6899092970521542,3,2
7,3,turn2to5,0.6425382653061226,3,2
7,3,turn2to6,0.6577551020408162,3,2
7,3,turn2to7,0.6678004535147393,3,2
7,3,turn2to8,0.6631611828404831,3,2
7,3,turn3to3,0.826530612244898,3,3
7,3,turn3to4,0.7519132653061225,3,2
7,3,turn3to5,0.6904761904761906,3,2
7,3,turn3to6,0.697544642857143,3,2
7,3,turn3to7,0.7016326530612245,3,2
7,3,turn3to8,0.6793509070294785,3,2
7,3,turn4to4,0.826530612244898,3,3
7,3,turn4to5,0.7142857142857143,3,2
7,3,turn4to6,0.715702947845805,3,2
7,3,turn4to7,0.7161989795918368,3,2
7,3,turn4to8,0.6866326530612243,3,2
7,3,turn5to5,0.6760204081632653,3,2
7,3,turn5to6,0.6804846938775511,3,2
7,3,turn5to7,0.6927437641723355,3,2
7,3,turn5to8,0.6618303571428572,3,2
7,3,turn6to6,0.7857142857142857,3,2
7,3,turn6to7,0.7857142857142858,3,2
7,3,turn6to8,0.7380952380952381,3,2
7,3,turn7to7,0.7857142857142857,3,2
7,3,turn7to8,0.7244897959183674,2,2
7,3,turn8to8,0.7244897959183674,2,2
8,4,turn1to1,0.7857142857142857,2,3
8,4,turn1to2,0.7104591836734693,2,3
8,4,turn1to3,0.6000566893424036,1,2
8,4,turn1to4,0.5699936224489796,1,2
8,4,turn1to5,0.5653061224489796,1,2
8,4,turn1to6,0.5394699546485261,1,2
8,4,turn1to7,0.5461786755518534,1,3
8,4,turn1to8,0.5523357780612245,1,3
8,4,turn2to2,0.6658163265306122,2,2
8,4,turn2to3,0.5886479591836735,1,2
8,4,turn2to4,0.5751133786848073,2,2
8,4,turn2to5,0.5789221938775511,2,2
8,4,turn2to6,0.5425510204081633,2,2
8,4,turn2to7,0.5363520408163265,2,3
8,4,turn2to8,0.5389941690962099,2,3
8,4,turn3to3,0.7244897959183674,2,2
8,4,turn3to4,0.6007653061224489,2,2
8,4,turn3to5,0.590702947845805,2,2
8,4,turn3to6,0.5454400510204082,2,2
8,4,turn3to7,0.5503061224489796,2,2
8,4,turn3to8,0.5603032879818594,2,3
8,4,turn4to4,0.645408163265306,2,2
8,4,turn4to5,0.6645408163265305,2,3
8,4,turn4to6,0.610827664399093,2,3
8,4,turn4to7,0.6146364795918368,2,3
8,4,turn4to8,0.6166326530612244,2,3
8,4,turn5to5,0.7857142857142858,2,3
8,4,turn5to6,0.6651785714285714,2,3
8,4,turn5to7,0.6516439909297053,2,3
8,4,turn5to8,0.6446109693877551,2,3
8,4,turn6to6,0.6301020408163265,2,2
8,4,turn6to7,0.6230867346938775,2,3
8,4,turn6to8,0.6232993197278912,2,3
8,4,turn7to7,0.663265306122449,1,3
8,4,turn7to8,0.663265306122449,1,3
8,4,turn8to8,0.6632653061224489,1,3
9,1,turn1to1,0.826530612244898,3,3
9,1,turn1to2,0.6556122448979592,3,2
9,1,turn1to3,0.6074263038548753,2,3
9,1,turn1to4,0.5731823979591837,2,2
9,1,turn1to5,0.5516326530612244,2,2
9,1,turn1to6,0.5351473922902494,2,2
9,1,turn1to7,0.5528946272386506,2,2
9,1,turn1to8,0.5454001913265306,2,2
9,1,turn2to2,0.7857142857142857,2,3
9,1,turn2to3,0.5701530612244898,2,2
9,1,turn2to4,0.5481859410430839,2,2
9,1,turn2to5,0.537627551020408,2,1
9,1,turn2to6,0.5127551020408163,2,2
9,1,turn2to7,0.5591695011337868,2,2
9,1,turn2to8,0.5496668054977093,2,2
9,1,turn3to3,0.6658163265306122,2,2
9,1,turn3to4,0.5739795918367346,2,2
9,1,turn3to5,0.5702947845804989,2,2
9,1,turn3to6,0.5342793367346939,2,1
9,1,turn3to7,0.5543877551020409,2,2
9,1,turn3to8,0.5440759637188208,2,2
9,1,turn4to4,0.7857142857142857,3,2
9,1,turn4to5,0.6485969387755101,3,2
9,1,turn4to6,0.5354308390022676,2,1
9,1,turn4to7,0.5529336734693877,2,1
9,1,turn4to8,0.5408163265306123,2,2
9,1,turn5to5,0.6556122448979592,2,2
9,1,turn5to6,0.5956632653061225,2,2
9,1,turn5to7,0.6125283446712019,2,2
