run_id,pattern_id,is_proximal,has_informal,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,sum_sum_interaction,sum_sum_active_interaction,sum_sum_passive_interaction,output_score_ave,output_score_dept0,output_score_dept1
1,1,0,0,5.2212823712855245,5.318360424204419,5.349164461200398,4.631656669394133,5.516451851600745,0,0,0,3.7971045355,3.773598298,3.820610773
2,2,1,0,5.20377297710354,5.288218585298401,5.322634440259093,4.6730927384893315,5.328295082828075,0,0,0,3.7717007044999997,3.788186879,3.75521453
3,3,0,1,5.015924017942722,5.124051753943901,5.140301317026761,4.401327112076424,5.029191760771384,0,0,0,3.82201699,3.829550882,3.814483098
4,4,1,1,5.230418556590775,5.331972005195994,5.336821756384387,4.677484077923353,5.55394475133501,0,0,0,3.7159727055,3.676867373,3.755078038
5,1,0,0,5.134930381834381,5.243012444529297,5.249990789693266,4.542209908745567,5.362573487035719,0,0,0,3.854747406,3.828320427,3.881174385
6,2,1,0,5.0937475557500065,5.215256913412616,5.225200935436534,4.422494930160277,5.2740739219284105,6,3,3,3.984725717,4.051427621,3.918023813
7,3,0,1,5.251636813512997,5.36862408809742,5.324146533892276,4.731485642208079,5.524476930430813,0,0,0,3.8139681955,3.768292727,3.859643664
8,4,1,1,5.1474869164236745,5.256214711547337,5.248701913435838,4.585135204690968,5.342508628090573,2,1,1,3.8970337730000004,3.913082961,3.880984585
9,1,0,0,5.131781419568048,5.223787371700885,5.254475273422379,4.569477904176099,5.220983454789825,0,0,0,3.8203832479999997,3.97179373,3.668972766
10,2,1,0,5.2033284910332425,5.307522818718974,5.33990065898024,4.57207711609972,5.457613556577907,0,0,0,3.928933227,3.924257444,3.93360901
11,3,0,1,5.203148102639628,5.280329184970616,5.303448892446658,4.737569679430264,5.400525742834996,4,2,2,3.8551390254999998,3.829488899,3.880789152
12,4,1,1,5.212277494683762,5.338532391185593,5.289957642245878,4.652259127533333,5.5248874759610365,0,0,0,3.959351918,3.871752443,4.046951393
13,1,0,0,5.1385385288246015,5.248306392300452,5.24156127644009,4.56884852729424,5.286274397748737,0,0,0,3.866909788,3.846887055,3.886932521
14,2,1,0,5.263417538083005,5.391405225444241,5.3444030230492325,4.69048834441143,5.577759383688646,6,3,3,3.906651451,3.907494793,3.905808109
15,3,0,1,5.187205898081493,5.272887551897116,5.288187965464262,4.6945361127414955,5.422053864347197,0,0,0,3.8430293255,3.917856483,3.768202168
16,4,1,1,5.232156944433091,5.330892121989174,5.3223692892017835,4.725455940637885,5.561793225359103,2,1,1,3.8450613615,3.960980505,3.729142218
17,1,0,0,4.997461550012685,5.091031079991287,5.146878654402121,4.368113049834859,4.960535199074329,0,0,0,3.8692441005,3.906518368,3.831969833
18,2,1,0,5.176061284575576,5.28058002644475,5.286620147903257,4.604534377870136,5.418722602124222,0,0,0,3.799286037,3.838378575,3.760193499
19,3,0,1,5.2055849249961,5.294992339443682,5.343173075934316,4.616323662797519,5.424268559897363,2,1,1,3.981320756,3.931219315,4.031422197
20,4,1,1,5.22294355358377,5.344744765431643,5.314165226665011,4.644689347517256,5.51313607962854,2,1,1,3.8730358860000003,3.897420741,3.848651031
21,1,0,0,5.078758516222593,5.1814659404697085,5.188027859460476,4.515674442592852,5.235012782965145,0,0,0,3.7832948615,3.687644295,3.878945428
22,2,1,0,5.184621813057535,5.29179214747968,5.287035831274948,4.624144767283805,5.483527308043924,0,0,0,3.845862563,3.847708467,3.844016659
23,3,0,1,4.942812854830545,5.011932342816752,5.0881825904944975,4.396258340989364,5.136739513586898,0,0,0,3.9312078235000003,3.929152333,3.933263314
24,4,1,1,5.153259001321552,5.283109696009315,5.245116346205021,4.549373112530169,5.450607869539107,4,2,2,4.0233317825,4.065611329,3.981052236
