run_id,pattern_id,agent_id,dept_id,is_proximal,has_informal,sum_interaction,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,output_score_ave,output_score_dept0,output_score_dept1,position,sum_active_interaction,sum_passive_interaction
1,1,0,0,0,0,0,5.37633715764176,5.463530599062209,5.4621452189829744,4.914538023584241,5.714388048815577,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,1,0,0,0,0,5.244926607583283,5.285351101764098,5.3929789774158,4.778197595431633,5.669494428550829,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,2,0,0,0,0,5.081377766436082,5.105287096448047,5.267892671398019,4.5744483314890045,5.351236488831525,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,3,0,0,0,0,5.146951937925403,5.3547591467167095,5.065923084115578,4.712597637107738,5.512485308965378,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,4,0,0,0,0,5.249617048790798,5.386921299587681,5.358819293642995,4.582899058411688,5.642203859926994,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,5,0,0,0,0,5.339141728777921,5.565611092784461,5.528254051710885,4.218471549914718,5.575961221976324,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,6,0,0,0,0,5.2463468094076005,5.347469793788868,5.393277639138635,4.600139253558051,5.721574228701666,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
1,1,7,1,0,0,0,5.299179480451551,5.4501639731854965,5.372166747059044,4.675922380165562,5.530972253523148,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,8,1,0,0,0,5.1661752436578645,5.244345647149275,5.319391189200567,4.574160160250663,5.247648450685405,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,9,1,0,0,0,5.227615092466839,5.313803980237072,5.290689479285634,4.821874859912283,5.581174460543836,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,10,1,0,0,0,5.231932812134341,5.200280294473039,5.397397562812543,4.940805946869105,5.656287898371517,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,11,1,0,0,0,5.456326263940013,5.516901754790911,5.647349660659634,4.8288785323748655,5.691158196471348,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,12,1,0,0,0,4.9720940948485275,4.929356246536161,5.246094226877928,4.460973998383692,5.381028216940226,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,13,1,0,0,0,5.196989407956042,5.274119332733016,5.319649082405492,4.679393726576401,4.950753832905839,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
2,2,0,0,1,0,0,5.154302317357582,5.342202545457541,5.200541835886927,4.482709423155903,4.961579884488773,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,1,0,1,0,0,5.306918109947951,5.484910335922515,5.375325772868683,4.613323551875882,5.182865950982221,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,2,0,1,0,0,5.32651837942405,5.382724217140275,5.449704182859462,4.870467324926076,5.435141276064417,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,3,0,1,0,0,5.1531332719690965,5.243058460616979,5.21981245787056,4.727772938922035,5.346283219318192,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,4,0,1,0,0,5.17146076881672,5.106528412204916,5.416634315115518,4.794186230621605,5.384945580324285,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,5,0,1,0,0,5.185583794047298,5.17281620558045,5.391928895960524,4.742414654983651,5.407107079302467,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,6,0,1,0,0,5.329467713778983,5.479834700188131,5.374493778077343,4.773305937855367,5.6236922968086125,3.7717007044999997,3.788186879,3.75521453,Department Leader,0,0
2,2,7,1,1,0,0,4.889242849264075,5.057985636764924,4.98290338162475,4.164473244586624,4.980298659994257,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,8,1,1,0,0,5.1991458508277635,5.178006993398083,5.422886229696978,4.740501539088637,4.642494224267131,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
