run_id,pattern_id,agent_id,dept_id,is_proximal,has_informal,sum_interaction,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,output_score_ave,output_score_dept0,output_score_dept1,position,sum_active_interaction,sum_passive_interaction
1,1,0,0,0,0,0,5.39039446957204,5.503573190237432,5.443963873619614,4.925863031464857,5.689383995360055,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,1,0,0,0,0,5.2587065517488805,5.374390105252135,5.364184200415028,4.66554137768477,5.535217739772878,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,2,0,0,0,0,5.162080835581368,5.204824664065252,5.354310195410304,4.585314177195532,5.513856413575701,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,3,0,0,0,0,5.132657950395967,5.271835848871935,5.237367958569199,4.47080090256386,5.555479363662588,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,4,0,0,0,0,5.210819201898767,5.336144253895899,5.325778772926631,4.566605046842353,5.630238492411614,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,5,0,0,0,0,5.269003783890999,5.448595718523071,5.465074742222051,4.272729077222323,5.559125894333316,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,6,0,0,0,0,5.247544930191291,5.42896094294597,5.308814107014111,4.5603354793406705,5.612596402103913,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
1,1,7,1,0,0,0,5.2170278565417885,5.331264063288623,5.349390642640601,4.565472735404057,5.471587303800147,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,8,1,0,0,0,5.119375825125615,5.234435612671292,5.229254709942105,4.517812397916772,5.331448310137092,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,9,1,0,0,0,5.162056299881557,5.201378581490583,5.308633668395253,4.702075595189189,5.390818377723198,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,10,1,0,0,0,5.250932919028504,5.292693016072967,5.341052345846009,4.915373965320933,5.6083729187328775,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,11,1,0,0,0,5.38182100498282,5.454878196519728,5.513060607857509,4.856423690331152,5.690296248519282,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,12,1,0,0,0,5.02029210999537,5.078457898263309,5.14369420041864,4.557856534203922,5.248409499079883,3.7971045355,3.773598298,3.820610773,General Member,0,0
1,1,13,1,0,0,0,5.156805884652283,5.230017078108614,5.321665889517166,4.55249895959856,5.0703555653411865,3.7971045355,3.773598298,3.820610773,Department Leader,0,0
2,2,0,0,1,0,0,5.253831178087622,5.430098127549455,5.359841311438519,4.477673351883361,5.322142161421771,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,1,0,1,0,0,5.066917274382156,5.192444334830926,5.141023220298399,4.5174222192312845,5.1221334814886035,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,2,0,1,0,0,5.191933793722395,5.281016744652364,5.29895551076512,4.674967601166127,5.359699054625066,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,3,0,1,0,0,4.866501791003435,4.961445189396634,4.935429695476144,4.420839818720846,5.2049514984702325,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,4,0,1,0,0,5.148604369937589,5.121739149720203,5.373765450338091,4.7038241763219,5.33624729531662,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,5,0,1,0,0,5.087987029678458,5.142859622413496,5.176188841809668,4.717565023167184,5.0417020820616925,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,6,0,1,0,1,5.141506160494758,5.3007391656592775,5.222830698971214,4.474049888556133,5.391658717848491,3.7717007044999997,3.788186879,3.75521453,Department Leader,0,1
2,2,7,1,1,0,0,5.017483109986901,5.128057201775243,5.132980094229577,4.416267871388965,5.139379995310828,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,8,1,1,0,0,5.1607890497464055,5.199774616706775,5.349388043917465,4.6037680291328265,4.804068290157617,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,9,1,1,0,0,5.408618567066766,5.499083122686626,5.507238608359931,4.907111470523135,5.682586594407289,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,10,1,1,0,0,5.049327175781227,5.0554345462907655,5.2441009356150285,4.57653295797374,4.901877565185778,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,11,1,1,0,0,5.045779840629642,5.124229198587886,5.171588903854715,4.5168772858964,5.242580712157869,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,12,1,1,0,0,4.965643182622646,5.107579486401532,4.944313280624404,4.589604042615217,5.127521085291771,3.7717007044999997,3.788186879,3.75521453,General Member,0,0
2,2,13,1,1,0,1,5.0915487571109255,5.154070414498541,5.172947954178236,4.714052325124354,5.228443029924551,3.7717007044999997,3.788186879,3.75521453,Department Leader,1,0
3,3,0,0,0,1,0,4.758819039822674,4.81185544624632,4.91457474335543,4.236279845641974,4.42500610842755,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,1,0,0,1,0,5.084215234897655,5.17876728394782,5.306250972193586,4.282475700723317,5.371561492209395,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,2,0,0,1,0,5.016206817927509,5.068018914435534,5.207031395468752,4.415513180807205,5.270624457824524,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,3,0,0,1,0,4.8369899198946165,5.044525708314512,4.795362543496014,4.3115130995649995,5.008986452966985,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,4,0,0,1,0,5.216395211097469,5.291670546339918,5.377251435343327,4.615238015463121,5.504055295478283,3.82201699,3.829550882,3.814483098,General Member,0,0
