run_id,turn,agent_id,CT,P,RD,CGT,CCU,DGT,CDU,agent_name,dept_id,dept_name,community_id
1,1,0,3.6361645426295146,4.264222197566315,2.302185730190537,4.099377179944311,2.61308847955213,3.949055533934778,2.891364588399068,Sato,0,Superhero Game Planning,0
1,1,1,3.915421526448004,3.8207521825067463,2.5615985355483923,4.072041562710892,2.6210586938940974,3.8553935928173098,2.8314177234738773,Suzuki,0,Superhero Game Planning,0
1,1,2,3.3973762176964595,4.164827803224328,,4.009505432176358,2.317477078401808,3.946849096911699,2.4973305843022184,Takahashi,0,Superhero Game Planning,1
1,1,3,3.3337178630937085,4.044235196578706,,4.043539551498993,2.1777749727213114,4.024925987309202,2.319902292144565,Tanaka,0,Superhero Game Planning,2
1,1,4,4.229965271104386,4.0549546886838534,3.940535231279753,4.043539551498993,2.222248325302879,3.897277125572925,2.2867290150818715,Watanabe,0,Superhero Game Planning,2
1,1,5,4.072578613328945,4.033879531274138,,4.009505432176358,2.506151319632494,3.8573264747319818,2.7440384645436375,Ito,0,Superhero Game Planning,1
1,1,6,,3.961513380631966,1.784314375041421,4.051681492662501,2.5923529248297275,4.017091660927129,2.9307241647663966,Yamamoto,0,Superhero Game Planning,0
1,1,7,3.1313324879497086,3.8245529669088802,3.178201009070441,4.007470284805916,3.45654547470619,3.6855489631220415,3.808048238768057,Nakamura,1,Slice of Life Game Planning,3
1,1,8,4.063556466948814,4.137499423598792,,4.012294998860238,2.1960502581804433,3.7122475020267025,2.0281575139119914,Kobayashi,1,Slice of Life Game Planning,3
1,1,9,4.65234004016489,4.143048346067744,3.767004333622059,3.5436265394271964,2.5071074859298874,3.6844567835494693,2.649562277473443,Kato,1,Slice of Life Game Planning,3
1,1,10,3.634131847204593,4.089252039032496,3.7929819462519343,4.007828940172848,3.0880623259891546,3.512426129752095,3.28965492629251,Yoshida,1,Slice of Life Game Planning,4
1,1,11,4.077185793799322,4.101787111310488,4.005203129643591,3.9995663972657165,2.0541459808880513,3.8710621379666628,1.974692260433872,Yamada,1,Slice of Life Game Planning,4
1,1,12,,4.215301638234694,4.023374452738423,3.9651415965344468,2.4093607393366243,3.9402906349159914,2.6020612498757036,Sasaki,1,Slice of Life Game Planning,4
1,1,13,4.559044109275001,4.041384010839046,,3.5883109958224453,2.0851057036739165,3.826531418736763,2.149330365956058,Yamaguchi,1,Slice of Life Game Planning,3
1,2,0,3.8304473873267115,4.210143887015253,2.2989416296283083,3.8843733689822137,2.093486187408919,4.0024902860115725,2.1820775770861593,Sato,0,Superhero Game Planning,0
1,2,1,3.83091963080888,4.142448162665982,,4.091873963238971,2.1538739322744647,4.091235132541844,2.2937537319703196,Suzuki,0,Superhero Game Planning,0
1,2,2,4.279840682941133,3.894820403253503,2.4783221872954186,3.92749901932075,2.065039968813719,4.003361568109607,2.1247357164430745,Takahashi,0,Superhero Game Planning,1
