run_id,pattern_id,is_proximal,has_informal,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,sum_sum_interaction,sum_sum_active_interaction,sum_sum_passive_interaction,output_score_ave,output_score_dept0,output_score_dept1
1,1,0,0,5.271038503596151,5.3846753087490224,5.356123047410127,4.73159748590493,5.601629643012009,0,0,0,3.7971045355,3.773598298,3.820610773
2,2,1,0,5.230533626755005,5.345972612988055,5.333950275113394,4.642911155219615,5.525921089464261,0,0,0,3.7717007044999997,3.788186879,3.75521453
3,3,0,1,5.230962993318896,5.306515672204798,5.3352253508163,4.761026122500582,5.523196373296236,0,0,0,3.82201699,3.829550882,3.814483098
4,4,1,1,5.303521828466768,5.402282280306326,5.386738523832145,4.81306818376221,5.606700176546943,4,2,2,3.7159727055,3.676867373,3.755078038
5,1,0,0,5.114717630680041,5.230644351757464,5.197297077497424,4.574252091540545,5.337616951262791,0,0,0,3.854747406,3.828320427,3.881174385
6,2,1,0,5.140427455115929,5.267628862789832,5.280200408475603,4.432686340921648,5.272013431644868,0,0,0,3.984725717,4.051427621,3.918023813
7,3,0,1,5.2062690537925365,5.336250706532932,5.305997443276545,4.583624520108661,5.502098197935821,0,0,0,3.8139681955,3.768292727,3.859643664
8,4,1,1,5.152085411304448,5.2420956127176135,5.263234776488213,4.6227062883028305,5.451128761272146,0,0,0,3.8970337730000004,3.913082961,3.880984585
9,1,0,0,5.149843743218339,5.235829795845464,5.276408412353796,4.596568024020898,5.307888135984049,0,0,0,3.8203832479999997,3.97179373,3.668972766
10,2,1,0,5.2343124134705565,5.37544403742001,5.322751251068709,4.604560253893176,5.43845715874155,0,0,0,3.928933227,3.924257444,3.93360901
11,3,0,1,5.200781760896466,5.275658202573567,5.292280336890529,4.762655758545678,5.325224917414677,2,1,1,3.8551390254999998,3.829488899,3.880789152
12,4,1,1,5.209589176310598,5.337092428363556,5.273459375762847,4.67804895476314,5.518551261691561,2,1,1,3.959351918,3.871752443,4.046951393
13,1,0,0,5.147573248200293,5.216615544911082,5.277162575759955,4.638071260428707,5.1863934968143175,0,0,0,3.866909788,3.846887055,3.886932521
14,2,1,0,5.264284346253002,5.359943274084375,5.341377293681978,4.797424018757944,5.656045842274394,0,0,0,3.906651451,3.907494793,3.905808109
15,3,0,1,5.1048102023915485,5.195598625856069,5.1892058019394,4.635521866386337,5.560792438562586,0,0,0,3.8430293255,3.917856483,3.768202168
16,4,1,1,5.124089791873028,5.1749305261061815,5.30719835977137,4.544314264077435,5.381141645282352,2,1,1,3.8450613615,3.960980505,3.729142218
17,1,0,0,5.234323569564713,5.354058250324657,5.326217240774938,4.660700961127681,5.5734726308115015,0,0,0,3.8692441005,3.906518368,3.831969833
18,2,1,0,5.183973372779896,5.331116664580028,5.219008895590234,4.660793944155378,5.343112662710275,0,0,0,3.799286037,3.838378575,3.760193499
19,3,0,1,5.199438154619503,5.255461836957055,5.344011983664302,4.694028173168985,5.38186106578745,6,3,3,3.981320756,3.931219315,4.031422197
20,4,1,1,5.184478961345242,5.302355483458869,5.275174047397946,4.6192275275480545,5.495159408497567,0,0,0,3.8730358860000003,3.897420741,3.848651031
21,1,0,0,5.140685375677592,5.210256768008986,5.265398753672921,4.640973316694302,5.3178432707003624,0,0,0,3.7832948615,3.687644295,3.878945428
22,2,1,0,5.1970549645458926,5.303189514448206,5.316335934064568,4.60032905262871,5.39368674305225,0,0,0,3.845862563,3.847708467,3.844016659
23,3,0,1,5.122620395541462,5.203452562399627,5.242401169907477,4.6006354214462695,5.4973001099196805,0,0,0,3.9312078235000003,3.929152333,3.933263314
24,4,1,1,5.148162251146787,5.179707619568883,5.326658007424269,4.6370360478997075,5.440497036427414,0,0,0,4.0233317825,4.065611329,3.981052236
25,1,0,0,5.204260056660226,5.3076667575414715,5.341285980037457,4.5743127994696176,5.385171367589676,0,0,0,3.8194070655,3.842342864,3.796471267
26,2,1,0,5.200647780479506,5.307912297338009,5.297226890362013,4.65350297351148,5.359236233163233,4,2,2,3.9012289615,3.842006909,3.960451014
27,3,0,1,5.232703713598842,5.308629306874138,5.318624074506233,4.804446091655706,5.431368747893738,0,0,0,3.9081765795,3.909508459,3.9068447
28,4,1,1,5.1878464432249265,5.29277691631997,5.311071623103278,4.585529604223644,5.2977828048942905,0,0,0,3.9246489415,3.934314837,3.914983046
29,1,0,0,5.126607020070438,5.24276555383362,5.242499548936661,4.507715518093039,5.522408789086858,0,0,0,3.932269667,4.007666762,3.856872572
30,2,1,0,5.1406837754630885,5.229677495841851,5.269413699193565,4.5733327922890235,5.329019107439718,0,0,0,3.9065297755,4.051522106,3.761537445
31,3,0,1,5.1836704079541915,5.3128701698733725,5.295036394716543,4.536217153084495,5.487966600874281,0,0,0,3.9162320084999998,3.865047267,3.96741675
32,4,1,1,5.196617733787313,5.305540777825731,5.356435541957134,4.496940382609149,5.626908661281818,2,1,1,3.8084847005,3.776252243,3.840717158
33,1,0,0,5.128113319090275,5.219232199359064,5.241253039821303,4.5907639965781755,5.337974448979715,0,0,0,3.9485765,4.024660358,3.872492642
34,2,1,0,5.1281216605273965,5.234527432551434,5.200669810927577,4.63962532685486,5.328964482964091,0,0,0,3.9798989125,3.951865004,4.007932821
35,3,0,1,5.1753695282475904,5.259347479320913,5.329333398774745,4.564186643797596,5.509323408622129,0,0,0,3.9782734535,3.956979384,3.999567523
36,4,1,1,5.228120913129905,5.315687582724283,5.339473529333629,4.705598133204743,5.480856142662163,14,7,7,3.9635805604999996,3.872579586,4.054581535
37,1,0,0,5.20524072054418,5.339000021919441,5.285076983922799,4.617678201868279,5.451299797536708,0,0,0,3.8880691699999996,3.918659789,3.857478551
38,2,1,0,5.2032260358943025,5.294147218920885,5.284102779553919,4.7417500849421135,5.519522764481624,0,0,0,3.877235802,3.939930676,3.814540928
39,3,0,1,5.176196833748201,5.2932971332551615,5.295030879250829,4.547616495721186,5.503458917199333,0,0,0,3.9434173804999997,4.010726964,3.876107797
40,4,1,1,5.179938366926601,5.29264717231282,5.276388230917633,4.616762268122203,5.483060432892904,0,0,0,3.8839193355,3.890433788,3.877404883
41,1,0,0,5.173464765325512,5.251935399579878,5.307507647094346,4.6252861384351345,5.40283459702114,0,0,0,3.880104973,3.739575341,4.020634605
42,2,1,0,5.216616627520352,5.306709329979256,5.338405449131449,4.662164603051082,5.474474723422065,8,4,4,3.7995771215,3.762319341,3.836834902
43,3,0,1,5.215661868349839,5.306233152797106,5.328163573413698,4.681444036525694,5.440688957085095,0,0,0,3.868953801,3.648104161,4.089803441
44,4,1,1,5.267249041062454,5.340423777445824,5.373464111443662,4.799889667689525,5.602524967600542,0,0,0,3.9551942909999998,4.065929057,3.844459525
45,1,0,0,5.234818648488072,5.2883304989271,5.3771917608830515,4.742079168249366,5.469297121967299,0,0,0,3.8003152460000003,3.84059885,3.760031642
46,2,1,0,5.269558588381433,5.345622697233154,5.397381280847732,4.74311331273824,5.5590289894043465,0,0,0,3.8828529115,3.844247025,3.921458798
47,3,0,1,5.232669160355385,5.260854588859466,5.362171542609117,4.84594064958444,5.612554852703319,0,0,0,3.8529358545,3.888226717,3.817644992
48,4,1,1,5.213713676953731,5.296944005182825,5.334272996387499,4.68271761358766,5.483812299671172,0,0,0,3.91600144,3.996329635,3.835673245
49,1,0,0,5.21708156240044,5.30369281960217,5.348089157787215,4.651563401559445,5.475111190331316,0,0,0,3.9840142934999996,3.946256659,4.021771928
50,2,1,0,5.249018923080136,5.325273543629609,5.365600545506159,4.748231275771,5.564761808988612,0,0,0,3.911844925,3.928992955,3.894696895
51,3,0,1,5.199906386952284,5.32031208677788,5.280006521541499,4.651788973433993,5.313896304335465,0,0,0,3.913868206,3.910028751,3.917707661
52,4,1,1,5.1820839242750125,5.251691701358848,5.332093360274887,4.623238575690469,5.498217036384886,0,0,0,4.012074619,4.153444498,3.87070474
53,1,0,0,5.282987447883991,5.375876424125748,5.389645640394972,4.755451403299761,5.6098732360940815,0,0,0,3.8731741025,3.959516687,3.786831518
54,2,1,0,5.282450649240254,5.362885167252061,5.381384075100697,4.8103024348638,5.5624586561223115,0,0,0,3.7876717725000004,3.833797221,3.741546324
55,3,0,1,5.215235755824118,5.336161993958713,5.311225387870748,4.628481233311525,5.454237830533188,0,0,0,3.9147876630000003,3.91760034,3.911974986
56,4,1,1,5.260723045254011,5.3438428405256975,5.394413397197964,4.699419504903054,5.538698096834397,2,1,1,3.862142412,3.935940385,3.788344439
57,1,0,0,5.219667272531569,5.325841049680091,5.315824035951285,4.676780159773343,5.3144122800217195,0,0,0,3.9652739744999996,4.011959931,3.918588018
58,2,1,0,5.190690463159562,5.242307333979153,5.339205788602505,4.689304091333926,5.355245353476689,0,0,0,3.8982765745,4.004562047,3.791991102
59,3,0,1,5.144241448735973,5.288129533877601,5.247114896335793,4.472539148911504,5.3257697443862915,0,0,0,3.8040767405,3.829725425,3.778428056
